policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
621225,FL,PUTNAM COUNTY,0,2312603.73,0,0,2312603.73,3626567.35,0,0,0,0,29.41593,-81.512459,Commercial,Reinforced Masonry,1
833995,FL,PUTNAM COUNTY,0,57751.81,0,0,57751.81,91054.04,0,0,0,0,29.437683,-81.510559,Residential,Wood,3
406410,FL,PUTNAM COUNTY,0,138604.34,0,0,138604.34,178917.13,0,0,0,0,29.41593,-81.512459,Residential,Wood,1
747212,FL,PUTNAM COUNTY,0,24063.25,0,0,24063.25,41210.25,0,0,0,0,29.4342,-81.5767,Residential,Wood,4
783995,FL,PUTNAM COUNTY,0,48126.51,0,0,48126.51,65012.36,0,0,0,0,29.42834,-81.50749,Residential,Wood,3
327138,FL,PUTNAM COUNTY,0,101065.66,0,0,101065.66,157746.52,0,0,0,0,29.43106,-81.51075,Residential,Wood,1
595901,FL,PUTNAM COUNTY,0,294720.25,0,0,294720.25,262797.33,0,0,0,0,29.431469,-81.510422,Residential,Wood,1
473550,FL,PUTNAM COUNTY,0,5487.38,0,0,5487.38,4297.12,0,0,0,0,29.431469,-81.510422,Residential,Wood,1
898397,FL,PUTNAM COUNTY,0,45046.41,0,0,45046.41,47464.95,0,0,0,0,29.42834,-81.50749,Residential,Wood,3
766677,FL,PUTNAM COUNTY,0,440448.01,0,0,440448.01,635511.42,0,0,0,0,29.43051,-81.51067,Residential,Masonry,3
358409,FL,PUTNAM COUNTY,0,313784.82,0,0,313784.82,267856.76,0,0,0,0,29.431494,-81.510422,Residential,Wood,1
393419,FL,PUTNAM COUNTY,0,646559.94,0,0,646559.94,837883.49,0,0,0,0,29.42139,-81.50984,Residential,Masonry,3
744665,FL,PUTNAM COUNTY,0,682843.19,0,0,682843.19,1154518.5,0,0,0,0,29.4342,-81.5767,Residential,Masonry,4
649235,FL,PUTNAM COUNTY,0,244944,0,244944,244944,221037.47,0,0,0,0,29.44005,-81.515373,Residential,Wood,1
918219,FL,PUTNAM COUNTY,0,233820,0,233820,233820,188365.39,0,4676.4,0,0,29.44005,-81.515373,Residential,Wood,1
230248,FL,PUTNAM COUNTY,0,244944,0,244944,244944,338786.95,0,0,0,0,29.44005,-81.515373,Residential,Wood,1
948611,FL,MARION COUNTY,281745,281745,281745,281745,281745,472574.27,0,0,0,0,29.411762,-82.113304,Residential,Wood,1
833869,FL,MARION COUNTY,0,602878.32,0,0,602878.32,873778.08,0,0,0,0,29.352907,-82.143478,Residential,Masonry,1
629107,FL,MARION COUNTY,459664.2,459664.2,0,0,459664.2,541328.14,0,0,0,0,29.426023,-82.109848,Residential,Masonry,1
581607,FL,VOLUSIA COUNTY,4690719,4690719,4690719,4690719,4690719,6135929.52,0,0,0,0,29.17883,-81.08162,Commercial,Reinforced Masonry,3
547490,FL,VOLUSIA COUNTY,0,595521,0,595521,595521,956511.54,0,0,0,0,29.18351,-81.04451,Residential,Masonry,1
811078,FL,VOLUSIA COUNTY,0,193245.3,0,193245.3,193245.3,192713.49,0,0,0,0,29.183369,-81.044792,Residential,Wood,1
321064,FL,VOLUSIA COUNTY,0,364770,0,364770,364770,457082.34,0,18238.5,0,0,29.183369,-81.044792,Residential,Masonry,1
545899,FL,VOLUSIA COUNTY,0,77041.8,0,77041.8,77041.8,74969.68,0,0,0,0,29.21204,-81.02659,Residential,Wood,1
860210,FL,VOLUSIA COUNTY,0,108339.3,0,108339.3,108339.3,162346.44,0,0,0,0,29.21204,-81.02659,Residential,Wood,1
767305,FL,VOLUSIA COUNTY,0,93894.3,0,93894.3,93894.3,71864.82,0,0,0,0,29.21204,-81.02659,Residential,Wood,1
199042,FL,VOLUSIA COUNTY,0,495954,0,495954,495954,648273.38,0,24797.7,0,0,29.21204,-81.02659,Residential,Masonry,1
622163,FL,VOLUSIA COUNTY,0,109609.2,0,109609.2,109609.2,145366.79,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
148836,FL,VOLUSIA COUNTY,0,137011.5,0,137011.5,137011.5,209923.54,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
322311,FL,VOLUSIA COUNTY,0,328827.6,0,328827.6,328827.6,251309.78,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
951950,FL,VOLUSIA COUNTY,0,137011.5,0,137011.5,137011.5,108776.72,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
997329,FL,VOLUSIA COUNTY,0,164413.8,0,164413.8,164413.8,174619.79,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
896359,FL,VOLUSIA COUNTY,0,137011.5,0,137011.5,137011.5,153606.33,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
702647,FL,VOLUSIA COUNTY,0,575448.3,0,575448.3,575448.3,656287.28,0,0,0,0,29.180073,-81.029221,Residential,Masonry,1
145552,FL,VOLUSIA COUNTY,0,137011.5,0,137011.5,137011.5,144657.84,0,0,0,0,29.180073,-81.029221,Residential,Wood,1
276776,FL,VOLUSIA COUNTY,0,873093.6,0,873093.6,873093.6,1242914.22,0,0,0,0,29.217751,-81.030624,Residential,Masonry,1
922547,FL,VOLUSIA COUNTY,810000,810000,810000,810000,810000,1349701.38,0,0,0,0,29.221504,-81.029457,Residential,Masonry,1
780681,FL,VOLUSIA COUNTY,90000,90000,90000,90000,90000,102574.08,0,0,0,0,29.21271,-81.0225,Residential,Wood,1
998261,FL,VOLUSIA COUNTY,0,277276.92,0,0,277276.92,320180.81,0,0,0,0,29.170862,-81.039612,Residential,Wood,1
174867,FL,VOLUSIA COUNTY,0,2312574.66,0,0,2312574.66,1956791.99,0,0,0,0,29.217043,-81.026566,Commercial,Reinforced Masonry,1
545709,FL,VOLUSIA COUNTY,0,724933.44,0,0,724933.44,558662.71,0,0,0,0,29.217541,-81.027283,Residential,Masonry,3
113931,FL,VOLUSIA COUNTY,0,3869702.1,0,3869702.1,3869702.1,3561859.56,0,0,0,0,29.217541,-81.027283,Commercial,Reinforced Masonry,3
363453,FL,VOLUSIA COUNTY,0,378405,0,378405,378405,457098.1,0,0,0,0,29.1996,-81.0424,Residential,Masonry,4
732020,FL,VOLUSIA COUNTY,0,5562107.1,0,5562107.1,5562107.1,5049775.85,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
928457,FL,VOLUSIA COUNTY,0,4860271.8,0,4860271.8,4860271.8,5257404.61,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
368930,FL,VOLUSIA COUNTY,0,3066906.6,0,3066906.6,3066906.6,4641456.45,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
100732,FL,VOLUSIA COUNTY,0,2052996.3,0,2052996.3,2052996.3,2528831.57,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
804598,FL,VOLUSIA COUNTY,0,5486323.5,0,5486323.5,5486323.5,5430363,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
513795,FL,VOLUSIA COUNTY,0,1230922.8,0,1230922.8,1230922.8,2232938.27,0,0,0,0,29.1996,-81.0424,Residential,Masonry,4
814179,FL,VOLUSIA COUNTY,0,446040,0,446040,446040,555637.38,0,0,0,0,29.1996,-81.0424,Residential,Masonry,4
530429,FL,VOLUSIA COUNTY,0,2796950.7,0,2796950.7,2796950.7,4293931.86,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
134126,FL,VOLUSIA COUNTY,0,1152000,0,1152000,1152000,1026224.64,0,0,0,0,29.1996,-81.0424,Residential,Masonry,4
709579,FL,VOLUSIA COUNTY,0,30240000,0,30240000,30240000,29160000,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Concrete,4
723594,FL,VOLUSIA COUNTY,0,22500,0,22500,22500,26292.24,0,0,0,0,29.18794,-81.07781,Residential,Wood,1
859142,FL,VOLUSIA COUNTY,0,28980000,0,28980000,28980000,25470000,0,0,0,0,29.21543,-81.01964,Commercial,Reinforced Concrete,1
181082,FL,VOLUSIA COUNTY,0,302400000,0,0,302400000,377100000,0,0,0,0,29.242878,-81.109253,Commercial,Steel Frame,4
104778,FL,VOLUSIA COUNTY,0,676395.23,0,0,676395.23,666839.12,0,0,0,0,29.18014,-81.07863,Residential,Masonry,1
606698,FL,VOLUSIA COUNTY,0,1045265.77,0,0,1306582.22,1342121.25,0,0,0,0,29.192902,-81.067116,Residential,Masonry,1
397625,FL,VOLUSIA COUNTY,0,1332178.02,0,0,1332178.02,1424147.6,0,0,0,0,29.2038,-81.03728,Residential,Masonry,1
588795,FL,VOLUSIA COUNTY,1179252,1179252,1179252,1179252,1179252,1386256.72,0,58962.6,0,0,29.209398,-81.020287,Residential,Masonry,1
602516,FL,VOLUSIA COUNTY,105300,105300,105300,105300,105300,123595.24,0,5265,0,0,29.209528,-81.022316,Residential,Wood,1
126192,FL,VOLUSIA COUNTY,22500,22500,22500,22500,22500,28557.36,0,1125,0,0,29.20778,-81.02197,Residential,Wood,1
607246,FL,VOLUSIA COUNTY,540087.3,540087.3,0,0,540087.3,523190.67,0,0,0,0,29.1845,-81.07782,Residential,Masonry,1
830965,FL,VOLUSIA COUNTY,630087.3,630087.3,0,0,630087.3,880071.92,0,0,0,0,29.17645,-81.0813,Residential,Masonry,3
277361,FL,VOLUSIA COUNTY,1440250.2,1440250.2,0,0,1440250.2,1293102.72,0,0,0,0,29.214102,-81.024742,Residential,Masonry,1
919780,FL,VOLUSIA COUNTY,0,668693.25,0,0,668693.25,582371.64,0,0,0,0,29.18636,-81.05678,Residential,Masonry,1
835975,FL,VOLUSIA COUNTY,0,675078.19,0,0,675078.19,906082.52,0,0,0,0,29.187668,-81.058281,Residential,Masonry,1
975791,FL,VOLUSIA COUNTY,0,412579.42,0,0,412579.42,390382.65,0,0,0,0,29.187643,-81.058258,Residential,Masonry,1
897785,FL,VOLUSIA COUNTY,0,434866.32,0,0,434866.32,474874.02,0,0,0,0,29.18636,-81.05678,Residential,Masonry,1
889385,FL,VOLUSIA COUNTY,0,177742.98,0,0,177742.98,169606.97,0,0,0,0,29.1996,-81.0424,Residential,Wood,4
374810,FL,VOLUSIA COUNTY,0,99225.45,0,0,99225.45,126538.64,0,0,0,0,29.1996,-81.0424,Residential,Wood,4
126250,FL,VOLUSIA COUNTY,0,90597.15,0,0,90597.15,91215.48,0,0,0,0,29.1996,-81.0424,Residential,Wood,4
912731,FL,VOLUSIA COUNTY,0,90597.15,0,0,90597.15,120002.09,0,0,0,0,29.1996,-81.0424,Residential,Wood,4
628294,FL,VOLUSIA COUNTY,0,888696,0,0,888696,1236330.77,0,44434.8,0,0,29.195068,-81.031784,Residential,Masonry,3
951715,FL,VOLUSIA COUNTY,0,3697353,0,0,3697353,5044002.91,0,0,0,0,29.195068,-81.031784,Commercial,Reinforced Masonry,3
849044,FL,VOLUSIA COUNTY,0,1534014,0,0,1534014,2149264.06,0,76700.7,0,0,29.195068,-81.031784,Residential,Masonry,3
880076,FL,VOLUSIA COUNTY,0,4722831,0,0,4722831,6840548.42,0,0,0,0,29.195068,-81.031784,Commercial,Reinforced Masonry,3
657150,FL,VOLUSIA COUNTY,0,507780,0,0,507780,723840.9,0,25389,0,0,29.195068,-81.031784,Residential,Masonry,3
580738,FL,VOLUSIA COUNTY,0,1005804,0,0,1005804,1431416,0,50290.2,0,0,29.195068,-81.031784,Residential,Masonry,3
374564,FL,VOLUSIA COUNTY,0,20250000,0,0,20250000,27720000,0,0,0,0,29.198757,-81.050774,Commercial,Reinforced Concrete,1
136461,FL,VOLUSIA COUNTY,0,929520,0,0,929520,900136.01,0,46476,0,0,29.19846,-81.07369,Residential,Masonry,1
615021,FL,VOLUSIA COUNTY,0,1175913,0,0,1175913,1247055.74,0,0,0,0,29.19846,-81.07369,Residential,Masonry,1
779364,FL,VOLUSIA COUNTY,0,913608,0,0,913608,1286981.32,0,45680.4,0,0,29.19846,-81.07369,Residential,Masonry,1
829371,FL,VOLUSIA COUNTY,0,1453698,0,0,1453698,1306234.87,0,72684.9,0,0,29.19846,-81.07369,Residential,Masonry,1
937487,FL,VOLUSIA COUNTY,0,1304370,0,0,1304370,1668925.76,0,65218.5,0,0,29.19846,-81.07369,Residential,Masonry,1
609532,FL,VOLUSIA COUNTY,0,1594467,0,0,1594467,1606798.61,0,0,0,0,29.19846,-81.07369,Residential,Masonry,1
756068,FL,VOLUSIA COUNTY,0,920961,0,0,920961,1254525.71,0,0,0,0,29.19612,-81.02724,Residential,Masonry,1
554209,FL,VOLUSIA COUNTY,0,1151244,0,0,1151244,1638339.94,0,57562.2,0,0,29.19612,-81.02724,Residential,Masonry,1
120394,FL,VOLUSIA COUNTY,0,13500,0,0,13500,11682.47,0,675,0,0,29.1996,-81.0424,Residential,Wood,3
330481,FL,VOLUSIA COUNTY,0,2603193.22,0,0,2603193.22,3508687.95,0,0,0,0,29.197515,-81.054268,Commercial,Reinforced Masonry,1
151692,FL,VOLUSIA COUNTY,0,1466225.98,0,0,1466225.98,2154490.05,0,0,0,0,29.209513,-81.021912,Residential,Masonry,1
811045,FL,VOLUSIA COUNTY,0,615141.68,0,0,615141.68,1088141.33,0,0,0,0,29.177811,-81.028854,Residential,Masonry,1
248928,FL,VOLUSIA COUNTY,0,11610000,0,0,11610000,16200000,0,0,0,0,29.202009,-81.068657,Commercial,Reinforced Concrete,1
812314,FL,VOLUSIA COUNTY,0,201339.27,0,0,201339.27,236682.16,0,0,0,0,29.22643,-81.026745,Residential,Wood,3
125519,FL,VOLUSIA COUNTY,0,201339.27,0,0,201339.27,313867.79,0,0,0,0,29.22308,-81.025215,Residential,Wood,3
336858,FL,VOLUSIA COUNTY,0,201339.27,0,0,201339.27,208110.71,0,0,0,0,29.2002,-81.01482,Residential,Wood,3
476639,FL,VOLUSIA COUNTY,0,201339.27,0,0,201339.27,180683.47,0,0,0,0,29.18945,-81.00928,Residential,Wood,3
328297,FL,VOLUSIA COUNTY,0,382291.33,0,0,382291.33,484167.38,0,0,0,0,29.1996,-81.0424,Residential,Masonry,3
670846,FL,VOLUSIA COUNTY,0,390014.19,0,0,390014.19,534682.15,0,0,0,0,29.20799,-81.01834,Residential,Masonry,3
151192,FL,VOLUSIA COUNTY,0,3084830.72,0,0,3084830.72,2930589.19,0,0,0,0,29.1996,-81.0424,Commercial,Reinforced Masonry,4
180377,FL,VOLUSIA COUNTY,883548,883548,883548,883548,883548,845562.5,0,44177.4,0,0,29.19565,-81.05731,Residential,Masonry,1
814312,FL,VOLUSIA COUNTY,0,11610000,0,0,11610000,12780000,0,0,0,0,29.20497,-81.06522,Commercial,Reinforced Concrete,1
263531,FL,VOLUSIA COUNTY,0,0,14220000,0,14220000,18360000,0,0,0,0,29.21477,-81.02373,Commercial,Reinforced Concrete,1
901192,FL,VOLUSIA COUNTY,0,0,352807.2,0,352807.2,480699.81,0,0,0,0,29.20843,-81.01771,Residential,Wood,1
929849,FL,VOLUSIA COUNTY,0,0,99552.6,0,99552.6,101621.3,0,0,0,0,29.19195,-81.05946,Residential,Wood,1
876074,FL,VOLUSIA COUNTY,0,0,120724.2,0,120724.2,161021.94,0,0,0,0,29.20453,-81.01648,Residential,Wood,1
173599,FL,VOLUSIA COUNTY,0,0,33004.8,0,33004.8,33388.84,0,0,0,0,29.18406,-81.04178,Residential,Wood,1
945231,FL,VOLUSIA COUNTY,0,0,90151.2,0,90151.2,99689.2,0,0,0,0,29.18406,-81.04178,Residential,Wood,1
134292,FL,VOLUSIA COUNTY,0,0,137926.8,0,137926.8,136055.96,0,0,0,0,29.183268,-81.045464,Residential,Wood,1
238719,FL,VOLUSIA COUNTY,0,0,846000,0,846000,941059.94,0,0,0,0,29.19391,-81.0619,Residential,Masonry,1
907767,FL,VOLUSIA COUNTY,0,0,226848.6,0,226848.6,304340.08,0,0,0,0,29.178566,-81.056836,Residential,Wood,1
965676,FL,VOLUSIA COUNTY,0,0,900000,0,900000,648000,0,0,0,0,29.21751,-81.009485,Residential,Masonry,3
775773,FL,VOLUSIA COUNTY,0,101760.16,0,0,101760.16,100864.67,0,0,0,0,29.20813,-81.023888,Residential,Wood,1
333296,FL,VOLUSIA COUNTY,0,168339.59,0,0,168339.59,163273.07,0,0,0,0,29.157635,-81.00167,Residential,Wood,3
836202,FL,VOLUSIA COUNTY,0,168339.59,0,0,168339.59,232015.72,0,0,0,0,29.157375,-80.993475,Residential,Wood,3
304939,FL,VOLUSIA COUNTY,0,0,0,900000,900000,732290.4,0,0,0,0,29.18789,-81.01072,Residential,Masonry,1
783148,FL,VOLUSIA COUNTY,0,250754.4,0,250754.4,250754.4,241869.67,0,0,0,0,29.21221,-81.07117,Residential,Wood,1
964259,FL,VOLUSIA COUNTY,0,208962,0,208962,208962,219739.84,0,10448.1,0,0,29.21221,-81.07117,Residential,Wood,1
955036,FL,VOLUSIA COUNTY,0,292546.8,0,292546.8,292546.8,490536.62,0,0,0,0,29.21221,-81.07117,Residential,Wood,1
999971,FL,VOLUSIA COUNTY,0,208962,0,208962,208962,232532.91,0,10448.1,0,0,29.21221,-81.07117,Residential,Wood,1
817536,FL,VOLUSIA COUNTY,0,125377.2,0,125377.2,125377.2,120482.47,0,0,0,0,29.21221,-81.07117,Residential,Wood,1
171551,FL,VOLUSIA COUNTY,0,250754.4,0,250754.4,250754.4,273902.79,0,0,0,0,29.21221,-81.07117,Residential,Wood,1
994453,FL,VOLUSIA COUNTY,0,250754.4,0,250754.4,250754.4,222944.73,0,0,0,0,29.21221,-81.07117,Residential,Wood,1
603605,FL,VOLUSIA COUNTY,0,277276.92,0,0,277276.92,375180.63,0,0,0,0,29.220444,-81.047852,Residential,Wood,1
953852,FL,VOLUSIA COUNTY,0,1080,0,1080,1080,1238.22,0,0,0,0,29.22552,-81.01397,Residential,Wood,3
427258,FL,VOLUSIA COUNTY,328571.1,328571.1,0,0,328571.1,554741.05,0,0,0,0,29.219816,-81.047523,Residential,Wood,3
835573,FL,VOLUSIA COUNTY,9990000,9990000,0,0,9990000,10170000,0,0,0,0,29.226877,-81.033531,Commercial,Reinforced Concrete,1
674019,FL,VOLUSIA COUNTY,0,884196,0,0,884196,1521736.68,0,44209.8,0,0,29.240141,-81.092079,Residential,Masonry,1
854930,FL,VOLUSIA COUNTY,0,3493035,0,0,3493035,4273930.92,0,0,0,0,29.240141,-81.092079,Commercial,Reinforced Masonry,1
286687,FL,VOLUSIA COUNTY,0,3339117,0,0,3339117,3783219.56,0,0,0,0,29.240141,-81.092079,Commercial,Reinforced Masonry,1
322337,FL,VOLUSIA COUNTY,0,1634841,0,0,1634841,2577346.45,0,0,0,0,29.249546,-81.054276,Residential,Masonry,3
186439,FL,VOLUSIA COUNTY,0,1306224,0,0,1306224,1859825.24,0,65311.2,0,0,29.249546,-81.054276,Residential,Masonry,3
592394,FL,VOLUSIA COUNTY,0,1575072,0,0,1575072,1411037.7,0,78753.6,0,0,29.243784,-81.051132,Residential,Masonry,3
207249,FL,VOLUSIA COUNTY,0,978885,0,0,978885,1327368.06,0,0,0,0,29.243784,-81.051132,Residential,Masonry,3
762410,FL,VOLUSIA COUNTY,0,677745,0,0,677745,828204.39,0,0,0,0,29.243784,-81.051132,Residential,Masonry,3
215054,FL,VOLUSIA COUNTY,0,388656,0,0,388656,630005.16,0,19432.8,0,0,29.243784,-81.051132,Residential,Masonry,3
349914,FL,VOLUSIA COUNTY,0,1379268,0,0,1379268,1416784.09,0,68963.4,0,0,29.243784,-81.051132,Residential,Masonry,3
138322,FL,VOLUSIA COUNTY,0,157959,0,0,157959,222001.9,0,0,0,0,29.243784,-81.051132,Residential,Wood,3
542377,FL,VOLUSIA COUNTY,0,10260000,0,0,10260000,17370000,0,0,0,0,29.22433,-81.07177,Commercial,Reinforced Concrete,1
298655,FL,VOLUSIA COUNTY,0,2952666,0,0,2952666,4741907.78,0,147633.3,0,0,29.249546,-81.054276,Commercial,Reinforced Masonry,3
592065,FL,VOLUSIA COUNTY,0,1121150.92,0,0,1121150.92,1496601.94,0,0,0,0,29.235954,-81.056213,Residential,Masonry,1
380670,FL,VOLUSIA COUNTY,0,201339.27,0,0,201339.27,230081.86,0,0,0,0,29.2361,-81.0569,Residential,Wood,3
789401,FL,VOLUSIA COUNTY,0,201339.27,0,0,201339.27,198394.88,0,0,0,0,29.240445,-81.03517,Residential,Wood,3
375871,FL,VOLUSIA COUNTY,0,214644.01,0,0,214644.01,152397.24,0,0,0,0,29.2361,-81.0569,Residential,Wood,3
454077,FL,VOLUSIA COUNTY,0,214644.01,0,0,214644.01,307155.57,0,0,0,0,29.251115,-81.038445,Residential,Wood,3
243333,FL,VOLUSIA COUNTY,0,0,57915,0,57915,82465.05,0,0,0,0,29.23907,-81.07422,Residential,Wood,1
915295,FL,VOLUSIA COUNTY,0,0,67678.2,0,67678.2,103684.22,0,0,0,0,29.24691,-81.07089,Residential,Wood,1
324430,FL,VOLUSIA COUNTY,0,0,27612.9,0,27612.9,45792.79,0,0,0,0,29.23682,-81.06718,Residential,Wood,1
687957,FL,VOLUSIA COUNTY,0,0,42768,0,42768,32985.42,0,0,0,0,29.237677,-81.062851,Residential,Wood,1
979835,FL,VOLUSIA COUNTY,0,0,49050,0,49050,79831.97,0,0,0,0,29.24087,-81.07414,Residential,Wood,1
661508,FL,VOLUSIA COUNTY,0,0,1800000,0,1800000,2043108,0,0,0,0,29.226007,-81.033066,Commercial,Reinforced Masonry,1
992466,FL,VOLUSIA COUNTY,0,0,75010.5,0,75010.5,100628.24,0,0,0,0,29.247103,-81.047836,Residential,Wood,1
569250,FL,VOLUSIA COUNTY,0,0,70398.9,0,70398.9,71440.1,0,0,0,0,29.247103,-81.047836,Residential,Wood,1
644551,FL,VOLUSIA COUNTY,0,0,2709000,0,2709000,3545753.21,0,0,0,0,29.224583,-81.049622,Commercial,Reinforced Masonry,1
982358,FL,VOLUSIA COUNTY,0,84932.93,0,0,84932.93,122167.11,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
608004,FL,VOLUSIA COUNTY,0,115817.64,0,0,115817.64,113455.88,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
296060,FL,VOLUSIA COUNTY,0,28135.16,0,0,28135.16,35658.92,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
963661,FL,VOLUSIA COUNTY,0,72386.02,0,0,72386.02,78958.67,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
165499,FL,VOLUSIA COUNTY,0,66101.34,0,0,66101.34,95427.07,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
450915,FL,VOLUSIA COUNTY,0,142190.84,0,0,142190.84,112207.06,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
186842,FL,VOLUSIA COUNTY,0,428951.71,0,0,428951.71,404863.93,0,0,0,0,29.243679,-81.046638,Residential,Masonry,1
424579,FL,VOLUSIA COUNTY,0,646985.14,0,0,646985.14,493122.37,0,0,0,0,29.243679,-81.046638,Residential,Masonry,1
678928,FL,VOLUSIA COUNTY,0,153929.72,0,0,153929.72,196888.42,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
801019,FL,VOLUSIA COUNTY,0,81370.87,0,0,81370.87,121927.73,0,0,0,0,29.235998,-81.031281,Residential,Wood,1
150073,FL,VOLUSIA COUNTY,0,66857.75,0,0,66857.75,66013.74,0,0,0,0,29.229763,-81.037354,Residential,Wood,1
567840,FL,VOLUSIA COUNTY,0,45325.99,0,0,45325.99,50603.75,0,0,0,0,29.23629,-81.040245,Residential,Wood,1
204141,FL,VOLUSIA COUNTY,0,81370.87,0,0,81370.87,94429.91,0,0,0,0,29.228109,-81.048302,Residential,Wood,1
534558,FL,VOLUSIA COUNTY,0,52230.16,0,0,52230.16,71787.75,0,0,0,0,29.239412,-81.052765,Residential,Wood,1
177769,FL,VOLUSIA COUNTY,0,65023.97,0,0,65023.97,62968.43,0,0,0,0,29.23991,-81.05396,Residential,Wood,3
398850,FL,VOLUSIA COUNTY,0,11559.32,0,0,11559.32,10016.73,0,0,0,0,29.2361,-81.0569,Residential,Wood,4
371371,FL,VOLUSIA COUNTY,0,43016.38,0,0,43016.38,51568.03,0,0,0,0,29.2361,-81.0569,Residential,Wood,4
722892,FL,VOLUSIA COUNTY,0,93679.86,0,0,93679.86,158303.13,0,0,0,0,29.24721,-81.03838,Residential,Wood,3
241078,FL,VOLUSIA COUNTY,0,93679.86,0,0,93679.86,118948.13,0,0,0,0,29.24721,-81.03838,Residential,Wood,3
563837,FL,VOLUSIA COUNTY,0,4715259.15,0,0,4715259.15,5936275.51,0,0,0,0,29.245092,-81.041077,Commercial,Reinforced Masonry,1
924438,FL,VOLUSIA COUNTY,0,34677.95,0,0,34677.95,39747.32,0,0,0,0,29.245092,-81.041077,Residential,Wood,1
614342,FL,VOLUSIA COUNTY,0,77211.76,0,0,77211.76,71019.37,0,0,0,0,29.249586,-81.061562,Residential,Wood,1
566416,FL,VOLUSIA COUNTY,0,1366513.43,0,0,1366513.43,1217776.64,0,0,0,0,29.24483,-81.04882,Residential,Masonry,3
953411,FL,VOLUSIA COUNTY,0,365229.57,0,0,365229.57,289919.23,0,0,0,0,29.243679,-81.046638,Residential,Masonry,1
602785,FL,VOLUSIA COUNTY,0,1151442.77,0,0,1151442.77,1048734.08,0,0,0,0,29.243679,-81.046638,Residential,Masonry,1
554802,FL,VOLUSIA COUNTY,0,1027320.38,0,0,1027320.38,1395388.73,0,0,0,0,29.243679,-81.046638,Residential,Masonry,1
244208,FL,VOLUSIA COUNTY,0,31816.18,0,0,31816.18,39607.33,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
446578,FL,VOLUSIA COUNTY,0,92238.87,0,0,92238.87,154806.34,0,0,0,0,29.243679,-81.046638,Residential,Wood,1
238122,FL,VOLUSIA COUNTY,0,404127.23,0,0,404127.23,565561.52,0,0,0,0,29.243679,-81.046638,Residential,Masonry,1
410270,FL,VOLUSIA COUNTY,0,27720000,0,27720000,27720000,23760000,0,831330,0,0,29.23623,-81.0121,Commercial,Reinforced Concrete,1
949665,FL,VOLUSIA COUNTY,0,2250000,0,2250000,2250000,2364081.75,0,67500,0,0,29.23623,-81.0121,Commercial,Reinforced Masonry,1
194495,FL,VOLUSIA COUNTY,0,8532000,0,8532000,8532000,14310000,0,255960,0,0,29.23623,-81.0121,Commercial,Reinforced Masonry,1
723640,FL,VOLUSIA COUNTY,0,2862000,0,2862000,2862000,2676153.17,0,85860,0,0,29.23623,-81.0121,Commercial,Reinforced Masonry,1
556684,FL,VOLUSIA COUNTY,0,18360000,0,18360000,18360000,26550000,0,551205,0,0,29.23699,-81.01247,Commercial,Reinforced Concrete,1
877280,FL,VOLUSIA COUNTY,0,9270000,0,9270000,9270000,10260000,0,278100,0,0,29.22464,-81.00608,Commercial,Reinforced Concrete,1
762491,FL,VOLUSIA COUNTY,0,1061509.68,0,0,1061509.68,1169889.82,0,0,0,0,29.24184,-81.02112,Residential,Masonry,1
355625,FL,VOLUSIA COUNTY,0,395754.48,0,0,395754.48,410951.45,0,0,0,0,29.240263,-81.021355,Residential,Masonry,1
300347,FL,VOLUSIA COUNTY,0,38835.72,0,0,38835.72,52392.8,0,0,0,0,29.240263,-81.021355,Residential,Wood,1
341934,FL,VOLUSIA COUNTY,0,283870.62,0,0,283870.62,213584.25,0,0,0,0,29.26185,-81.03203,Residential,Wood,1
401532,FL,VOLUSIA COUNTY,0,1661635.35,0,0,1661635.35,1803339.61,0,0,0,0,29.263128,-81.026321,Residential,Masonry,1
358991,FL,VOLUSIA COUNTY,1038688.2,1038688.2,1038688.2,1038688.2,1038688.2,1680933,0,0,0,0,29.19282,-80.991493,Residential,Masonry,1
