ID,나이,연간소득,주택소유상태,근로기간,대출목적,대출금액,이자율,신용거래기간,target
train_1696,28,116000,모기지론,10.0,의료,25000,12.18,10,1
train_1697,26,55000,모기지론,10.0,주택개선,9800,7.88,3,0
train_1698,27,24000,임대,2.0,의료,1450,,9,0
train_1699,33,57500,임대,2.0,의료,2000,,5,1
train_1700,28,19200,임대,0.0,의료,9250,14.22,9,2
train_1701,37,87950,모기지론,3.0,교육,14250,11.89,14,1
train_1702,36,120000,모기지론,12.0,주택개선,14500,5.42,13,0
train_1703,31,17676,소유,1.0,교육,2500,14.74,10,3
train_1704,25,33600,임대,5.0,부채통합,1000,11.86,2,1
train_1705,26,39672,모기지론,10.0,개인사업,11500,15.7,4,3
train_1706,30,65144,모기지론,9.0,의료,5000,16.35,6,4
train_1707,25,28800,임대,8.0,교육,6800,9.63,3,1
train_1708,24,59000,임대,5.0,의료,3500,8.9,3,0
train_1709,49,70872,모기지론,4.0,부채통합,15000,14.84,11,3
train_1710,33,92259,임대,2.0,교육,11500,10.0,7,1
train_1711,25,62393,기타,0.0,의료,20000,15.05,3,3
train_1712,22,31500,소유,,투자,8000,6.03,2,0
train_1713,22,50000,모기지론,6.0,교육,4800,6.03,3,0
train_1714,23,88000,모기지론,3.0,투자,2700,7.9,4,0
train_1715,27,122880,모기지론,3.0,투자,35000,8.49,5,0
train_1716,24,55000,임대,4.0,투자,5000,8.0,3,0
train_1717,28,47000,임대,9.0,의료,7875,,10,1
train_1718,37,18000,소유,4.0,개인사업,1500,13.47,13,2
train_1719,26,35000,임대,2.0,부채통합,2500,8.9,2,0
train_1720,33,34000,모기지론,8.0,주택개선,6000,14.11,9,3
train_1721,25,120000,임대,1.0,투자,12000,,4,0
train_1722,23,90000,모기지론,4.0,개인사업,20000,14.65,3,2
train_1723,28,65984,임대,12.0,의료,10000,15.33,5,3
train_1724,24,41004,임대,8.0,교육,6000,7.68,4,0
train_1725,25,12000,소유,0.0,의료,3000,,3,2
train_1726,37,55000,임대,0.0,투자,4800,8.9,13,0
train_1727,26,65004,모기지론,10.0,주택개선,5000,11.58,3,1
train_1728,27,64500,모기지론,6.0,투자,24000,11.83,5,1
train_1729,24,51000,임대,1.0,부채통합,3000,8.9,2,0
train_1730,31,95000,모기지론,5.0,투자,18000,11.71,9,1
train_1731,33,30000,임대,2.0,투자,2400,9.91,5,1
train_1732,26,65000,임대,3.0,투자,12000,,4,3
train_1733,23,33000,모기지론,4.0,교육,8000,7.49,3,0
train_1734,22,55000,임대,2.0,투자,8400,7.88,2,0
train_1735,35,27996,임대,14.0,의료,8500,11.58,8,1
train_1736,28,20000,소유,0.0,의료,10000,,7,4
train_1737,26,47500,임대,10.0,개인사업,19000,16.7,4,4
train_1738,28,32640,임대,3.0,의료,4500,7.14,8,0
train_1739,23,32000,임대,0.0,교육,4000,7.68,3,0
train_1740,22,47748,모기지론,5.0,개인사업,4500,6.39,4,0
train_1741,37,55200,임대,9.0,의료,12000,11.71,15,1
train_1742,25,45000,임대,0.0,개인사업,14500,13.16,2,2
train_1743,22,36850,임대,3.0,교육,5200,12.42,4,1
train_1744,27,52000,모기지론,4.0,주택개선,8000,6.99,8,0
train_1745,28,29000,임대,4.0,부채통합,10000,16.77,10,3
train_1746,22,88824,모기지론,6.0,부채통합,12600,7.66,3,0
train_1747,25,38000,임대,9.0,의료,4800,11.71,4,1
train_1748,23,38000,임대,0.0,의료,5000,11.58,3,1
train_1749,24,70000,소유,8.0,개인사업,24250,12.18,2,1
train_1750,43,43000,모기지론,5.0,개인사업,15000,8.88,15,1
train_1751,23,31516,임대,,부채통합,5000,9.91,4,1
train_1752,44,48000,임대,0.0,투자,5000,13.43,14,2
train_1753,23,60000,모기지론,7.0,개인사업,3800,5.42,3,0
train_1754,25,105000,모기지론,1.0,개인사업,15000,12.53,3,2
train_1755,22,23000,모기지론,1.0,교육,2400,9.63,4,0
train_1756,23,54000,임대,7.0,교육,4500,,2,1
train_1757,46,60000,모기지론,7.0,개인사업,3600,6.99,13,0
train_1758,31,57000,임대,15.0,교육,6000,,8,1
train_1759,29,75000,임대,2.0,부채통합,7200,7.9,10,0
train_1760,33,35000,임대,0.0,개인사업,5000,8.9,5,0
train_1761,22,36000,모기지론,0.0,개인사업,2000,,4,0
train_1762,36,37400,모기지론,2.0,개인사업,6250,6.0,14,1
train_1763,26,36000,임대,4.0,의료,11200,,3,0
train_1764,26,130000,모기지론,10.0,개인사업,3000,17.58,3,3
train_1765,28,28000,임대,3.0,투자,3000,6.91,10,0
train_1766,29,99000,임대,1.0,투자,7000,11.11,10,1
train_1767,32,25000,임대,0.0,부채통합,3600,8.94,8,0
train_1768,26,83500,모기지론,3.0,의료,1600,6.76,3,0
train_1769,33,85000,임대,16.0,부채통합,20000,15.27,10,2
train_1770,36,62962,임대,2.0,교육,15000,11.71,13,1
train_1771,25,40000,임대,2.0,의료,3000,10.25,2,1
train_1772,37,68500,임대,2.0,개인사업,8000,7.51,16,0
train_1773,23,48000,임대,0.0,교육,2400,10.59,3,1
train_1774,52,100000,소유,4.0,개인사업,10000,9.88,25,1
train_1775,22,24000,소유,3.0,교육,2500,10.59,2,1
train_1776,27,26400,임대,3.0,투자,2500,13.23,10,2
train_1777,25,50000,모기지론,0.0,부채통합,2600,6.03,3,0
train_1778,25,75000,임대,5.0,개인사업,6400,15.99,2,3
train_1779,29,42000,임대,1.0,개인사업,5000,,6,0
train_1780,27,30000,임대,1.0,개인사업,7200,7.29,7,0
train_1781,31,39000,임대,15.0,부채통합,5200,13.48,9,2
train_1782,22,52000,모기지론,6.0,개인사업,4800,8.59,2,0
train_1783,23,98000,임대,0.0,교육,10000,16.4,2,4
train_1784,26,40000,임대,1.0,의료,1400,7.74,3,0
train_1785,32,75250,임대,1.0,부채통합,4000,12.99,7,2
train_1786,24,54996,임대,7.0,의료,15000,11.14,4,1
train_1787,28,92000,임대,4.0,부채통합,15000,7.9,9,0
train_1788,23,33280,임대,2.0,교육,10000,7.51,4,0
train_1789,22,40000,임대,2.0,교육,8000,12.99,2,2
train_1790,36,145000,모기지론,4.0,개인사업,5000,9.62,16,1
train_1791,29,60000,모기지론,7.0,개인사업,8500,6.92,6,0
train_1792,30,43800,모기지론,,부채통합,13200,16.29,9,3
train_1793,24,80000,소유,8.0,투자,12000,7.49,3,0
train_1794,24,65000,임대,0.0,투자,6200,8.9,2,0
train_1795,22,75000,임대,4.0,개인사업,12000,11.49,3,1
train_1796,25,29004,임대,0.0,주택개선,3200,17.49,2,3
train_1797,31,260000,모기지론,14.0,투자,18000,8.94,9,0
train_1798,23,66996,모기지론,7.0,의료,10000,9.32,3,0
train_1799,28,69000,모기지론,9.0,의료,4000,9.91,6,1
train_1800,33,117000,모기지론,2.0,주택개선,18000,,8,0
train_1801,22,36000,소유,6.0,교육,12000,15.21,3,3
train_1802,26,40000,임대,3.0,부채통합,5000,9.45,3,1
train_1803,28,202040,모기지론,12.0,개인사업,12000,14.46,8,3
train_1804,23,65000,모기지론,3.0,교육,8000,7.14,4,0
train_1805,37,95000,모기지론,10.0,주택개선,3250,13.35,13,2
train_1806,24,85000,모기지론,8.0,투자,10000,12.99,4,2
train_1807,23,41500,임대,3.0,교육,6000,16.7,2,4
train_1808,22,90000,임대,2.0,개인사업,7000,8.88,3,1
train_1809,29,50400,임대,6.0,부채통합,7000,6.17,8,0
train_1810,22,21996,임대,6.0,부채통합,2400,12.53,4,2
train_1811,40,14400,소유,10.0,주택개선,8000,7.14,12,0
train_1812,34,138000,모기지론,14.0,의료,25000,11.12,6,1
train_1813,33,410000,모기지론,3.0,주택개선,35000,10.37,5,1
train_1814,22,150000,임대,2.0,의료,8200,6.99,3,0
train_1815,26,80000,모기지론,10.0,부채통합,10800,11.99,3,1
train_1816,33,135000,소유,0.0,투자,17500,11.83,5,1
train_1817,24,53000,모기지론,6.0,의료,5000,15.62,4,3
train_1818,23,86000,임대,0.0,투자,4800,9.62,3,1
train_1819,25,128500,모기지론,1.0,주택개선,15000,12.53,3,2
train_1820,21,55692,임대,5.0,개인사업,5600,6.62,2,0
train_1821,31,82000,모기지론,4.0,교육,10000,7.29,5,0
train_1822,33,36000,소유,0.0,개인사업,10000,7.74,7,0
train_1823,45,43000,모기지론,6.0,투자,3600,13.49,15,2
train_1824,23,118000,모기지론,4.0,개인사업,12000,13.11,3,2
train_1825,27,150000,모기지론,7.0,부채통합,20000,,9,1
train_1826,25,31000,임대,9.0,교육,7000,7.51,4,0
train_1827,28,52828,모기지론,6.0,의료,14500,7.29,7,0
train_1828,24,26000,임대,0.0,개인사업,4200,16.0,2,4
train_1829,30,60000,임대,0.0,주택개선,8000,7.66,6,0
train_1830,25,70000,임대,3.0,개인사업,8000,14.26,4,2
train_1831,21,21600,모기지론,6.0,의료,7575,,2,0
train_1832,21,98132,모기지론,5.0,의료,15000,11.36,4,1
train_1833,22,40000,모기지론,6.0,개인사업,10000,,3,2
train_1834,22,72000,임대,0.0,투자,9975,10.99,3,1
train_1835,22,60000,모기지론,6.0,투자,11200,5.79,4,0
train_1836,21,27996,모기지론,5.0,교육,10000,9.63,4,0
train_1837,24,61200,모기지론,8.0,교육,2500,,4,2
train_1838,44,67920,임대,13.0,주택개선,32400,,13,0
train_1839,22,56000,임대,6.0,교육,18250,16.7,3,4
train_1840,22,45000,임대,3.0,투자,5000,12.42,2,1
train_1841,30,39750,모기지론,3.0,주택개선,1425,10.37,5,1
train_1842,30,36000,임대,5.0,교육,11500,15.27,8,2
train_1843,35,86000,소유,5.0,개인사업,18000,,9,1
train_1844,40,63000,임대,2.0,주택개선,13050,11.48,15,1
train_1845,34,28500,임대,0.0,교육,9175,12.69,5,1
train_1846,28,60372,임대,4.0,부채통합,18000,14.65,5,2
train_1847,21,12000,소유,5.0,교육,2500,7.51,4,0
train_1848,22,44000,임대,6.0,의료,10000,10.65,4,1
train_1849,26,99900,모기지론,10.0,개인사업,2700,,3,0
train_1850,28,25000,임대,0.0,투자,7000,6.92,6,0
train_1851,23,66000,임대,4.0,부채통합,10250,14.38,4,4
train_1852,21,20004,임대,4.0,의료,4500,8.0,2,0
train_1853,35,273700,모기지론,8.0,의료,25000,14.59,6,3
train_1854,33,153000,모기지론,1.0,주택개선,23100,14.74,9,3
train_1855,33,72000,모기지론,,투자,5000,6.99,7,0
train_1856,24,50000,임대,8.0,의료,5000,9.25,3,1
train_1857,26,58000,모기지론,1.0,의료,25000,13.55,4,3
train_1858,24,48000,임대,7.0,개인사업,10000,14.22,4,2
train_1859,23,72000,모기지론,5.0,교육,19000,,2,5
train_1860,45,139380,소유,4.0,주택개선,9000,7.51,12,0
train_1861,38,63500,소유,3.0,교육,2400,11.36,12,1
train_1862,23,100000,모기지론,7.0,개인사업,11200,11.49,2,1
train_1863,22,37000,모기지론,6.0,의료,2500,10.37,4,1
train_1864,34,220000,모기지론,13.0,부채통합,11275,12.99,8,2
train_1865,23,65000,모기지론,4.0,의료,7000,7.14,3,0
train_1866,23,102000,소유,7.0,교육,15000,8.94,3,0
train_1867,26,116004,모기지론,11.0,투자,20000,12.21,2,1
train_1868,30,70000,모기지론,6.0,주택개선,18000,,7,1
train_1869,27,101000,모기지론,1.0,개인사업,20000,,8,3
train_1870,30,35000,소유,8.0,의료,10000,10.65,6,1
train_1871,26,52000,모기지론,10.0,개인사업,3000,9.63,3,0
train_1872,25,30000,모기지론,0.0,주택개선,6000,14.35,2,2
train_1873,23,55000,모기지론,7.0,의료,10000,13.99,3,2
train_1874,25,23387,임대,2.0,개인사업,10000,7.51,4,0
train_1875,34,33666,임대,4.0,부채통합,8000,17.49,5,3
train_1876,28,53000,모기지론,12.0,주택개선,17050,12.42,7,1
train_1877,28,90700,모기지론,11.0,주택개선,20000,6.91,8,0
train_1878,46,52800,모기지론,1.0,의료,2800,6.76,14,0
train_1879,22,54000,임대,0.0,의료,14000,7.14,2,0
train_1880,22,33600,소유,1.0,부채통합,5000,18.25,2,3
train_1881,23,73000,임대,4.0,의료,6000,12.53,4,1
train_1882,24,75000,소유,8.0,투자,29800,,3,1
train_1883,23,45000,임대,2.0,투자,6575,8.0,3,0
train_1884,38,86105,임대,2.0,의료,8000,6.54,17,0
train_1885,23,225000,임대,8.0,부채통합,7500,8.63,2,0
train_1886,25,44000,모기지론,7.0,교육,7500,10.08,4,1
train_1887,22,39996,임대,3.0,개인사업,11000,5.79,2,0
train_1888,29,120000,모기지론,5.0,부채통합,14000,6.17,9,0
train_1889,25,150000,모기지론,9.0,주택개선,20000,8.88,4,1
train_1890,23,58000,기타,0.0,투자,16000,12.21,4,1
train_1891,40,114054,모기지론,3.0,부채통합,35000,8.9,14,0
train_1892,28,75000,모기지론,5.0,의료,16800,6.03,8,0
train_1893,24,35100,임대,8.0,투자,1000,13.49,4,2
train_1894,23,39000,임대,2.0,주택개선,10000,15.2,4,3
train_1895,41,82000,모기지론,18.0,주택개선,12000,7.51,17,0
train_1896,24,39996,소유,0.0,투자,3000,7.37,4,0
train_1897,35,32000,모기지론,1.0,부채통합,10750,14.96,5,3
train_1898,22,61500,임대,3.0,교육,10000,14.22,2,2
train_1899,22,60000,임대,6.0,투자,13000,9.99,4,1
train_1900,46,50000,임대,0.0,주택개선,4350,10.99,16,1
train_1901,22,30000,임대,7.0,교육,6000,14.27,3,2
train_1902,23,111000,모기지론,7.0,의료,8350,11.89,2,1
train_1903,22,55000,모기지론,1.0,교육,12000,9.63,4,1
train_1904,27,32000,임대,6.0,교육,10000,12.42,8,1
train_1905,25,241875,모기지론,4.0,교육,16000,7.05,4,0
train_1906,22,31500,임대,3.0,부채통합,2900,,4,3
train_1907,29,21996,임대,6.0,부채통합,8500,14.11,7,3
train_1908,25,60000,임대,6.0,의료,7500,14.27,2,2
train_1909,25,57000,임대,1.0,개인사업,9500,12.53,2,1
train_1910,22,78000,모기지론,6.0,부채통합,15000,7.88,3,0
train_1911,25,39000,소유,2.0,주택개선,4400,14.84,2,3
train_1912,26,29000,모기지론,10.0,주택개선,7200,8.49,4,0
train_1913,26,127500,모기지론,7.0,주택개선,10000,7.51,3,0
train_1914,24,74004,모기지론,7.0,부채통합,25000,15.57,3,3
train_1915,31,94527,임대,7.0,주택개선,11000,7.49,9,0
train_1916,22,62758,임대,2.0,교육,6400,8.49,3,0
train_1917,36,65028,모기지론,4.0,교육,10000,15.95,14,3
train_1918,31,45000,모기지론,6.0,부채통합,2500,7.88,8,0
train_1919,21,15600,임대,0.0,의료,2000,7.9,2,0
train_1920,28,43500,모기지론,12.0,개인사업,4000,12.69,5,1
train_1921,21,19500,모기지론,0.0,교육,15000,9.64,2,1
train_1922,23,51600,모기지론,1.0,부채통합,5000,10.59,3,1
train_1923,25,45996,임대,3.0,투자,11500,12.53,4,2
train_1924,21,24000,모기지론,2.0,교육,5000,8.7,2,1
train_1925,26,40000,모기지론,10.0,주택개선,5300,5.42,2,0
train_1926,31,97000,모기지론,6.0,부채통합,12000,7.66,6,0
train_1927,40,35416,임대,15.0,의료,2000,6.91,14,0
train_1928,22,65004,모기지론,6.0,의료,5500,6.03,2,0
train_1929,25,30000,임대,2.0,의료,2000,10.38,2,1
train_1930,50,54996,임대,0.0,부채통합,5000,13.47,14,2
train_1931,58,100000,임대,6.0,교육,12000,8.9,30,0
train_1932,31,200000,모기지론,8.0,부채통합,24000,8.9,9,0
train_1933,26,150000,모기지론,8.0,의료,35000,15.96,3,2
train_1934,23,66000,모기지론,1.0,교육,13200,11.14,4,1
train_1935,25,45000,임대,4.0,의료,3000,7.9,4,0
train_1936,22,69108,임대,2.0,개인사업,5400,15.95,2,4
train_1937,23,49980,모기지론,7.0,의료,4800,10.37,2,1
train_1938,34,54072,모기지론,12.0,개인사업,7000,11.89,9,1
train_1939,23,83000,모기지론,0.0,투자,20000,14.54,4,3
train_1940,23,105000,모기지론,4.0,투자,19000,11.99,3,1
train_1941,32,53200,모기지론,13.0,개인사업,5000,,8,0
train_1942,24,95000,모기지론,1.0,개인사업,7450,12.69,4,1
train_1943,29,115000,임대,0.0,의료,6500,10.65,10,1
train_1944,27,125000,모기지론,7.0,교육,9000,7.51,6,0
train_1945,24,60000,임대,0.0,개인사업,12000,12.21,2,1
train_1946,22,54000,모기지론,1.0,주택개선,10000,14.61,4,3
train_1947,22,24000,임대,2.0,개인사업,5000,8.94,3,0
train_1948,27,50000,모기지론,5.0,투자,12000,9.32,8,0
train_1949,25,45000,모기지론,4.0,투자,2000,15.62,3,3
train_1950,27,35000,모기지론,6.0,주택개선,5000,12.68,5,2
train_1951,31,134748,모기지론,15.0,투자,18000,10.74,9,1
train_1952,24,40800,임대,0.0,의료,7000,11.86,2,1
train_1953,21,39900,임대,3.0,교육,6000,11.49,2,1
train_1954,22,70000,모기지론,5.0,투자,8000,13.35,2,2
train_1955,23,78000,임대,7.0,부채통합,8100,7.29,2,0
train_1956,26,50000,소유,10.0,개인사업,7500,5.99,2,0
train_1957,27,26400,임대,2.0,의료,2000,6.54,10,0
train_1958,34,60000,모기지론,5.0,교육,7000,12.53,10,2
train_1959,33,140000,모기지론,14.0,부채통합,9600,6.91,5,0
train_1960,21,24960,모기지론,0.0,개인사업,2000,13.99,3,2
train_1961,22,32000,소유,2.0,의료,3000,6.99,4,0
train_1962,22,23587,임대,4.0,주택개선,2000,11.89,2,1
train_1963,23,60000,모기지론,5.0,부채통합,10000,11.71,4,1
train_1964,42,24000,소유,10.0,의료,5000,,11,0
train_1965,25,46000,임대,9.0,의료,7000,8.49,3,0
train_1966,22,42500,모기지론,6.0,의료,7000,15.57,4,4
train_1967,36,64064,모기지론,4.0,투자,9500,,15,1
train_1968,30,115000,모기지론,3.0,부채통합,20000,14.59,7,3
train_1969,24,55530,모기지론,8.0,주택개선,8000,5.99,4,0
train_1970,31,115000,모기지론,15.0,의료,10000,12.42,6,1
train_1971,28,70000,임대,1.0,교육,7800,7.9,8,0
train_1972,26,50000,모기지론,3.0,부채통합,8000,6.62,4,0
train_1973,26,107900,모기지론,10.0,의료,16500,8.94,3,0
train_1974,34,135000,임대,6.0,주택개선,20000,17.74,8,4
train_1975,24,60000,임대,0.0,주택개선,6000,11.48,2,1
train_1976,58,68000,모기지론,1.0,개인사업,8000,10.99,29,1
train_1977,23,64600,임대,7.0,의료,7000,11.86,3,1
train_1978,28,64000,모기지론,4.0,개인사업,8825,5.99,5,0
train_1979,41,26400,모기지론,1.0,개인사업,10300,16.29,14,3
train_1980,25,46392,임대,9.0,부채통합,4000,16.32,3,3
train_1981,23,54000,임대,7.0,교육,5000,12.84,2,2
train_1982,38,82000,소유,4.0,주택개선,10000,11.99,13,1
train_1983,22,50000,모기지론,6.0,투자,6800,6.92,4,0
train_1984,34,35184,모기지론,,개인사업,5000,10.74,7,1
train_1985,23,30000,소유,5.0,개인사업,3000,12.18,2,1
train_1986,26,100000,임대,5.0,투자,15000,13.49,4,2
train_1987,25,53000,모기지론,2.0,투자,10750,11.14,2,1
train_1988,31,42000,소유,0.0,주택개선,7200,9.99,8,1
train_1989,21,21600,임대,,부채통합,6700,6.92,4,0
train_1990,22,32000,임대,0.0,개인사업,7000,,4,3
train_1991,22,14400,소유,0.0,개인사업,2100,11.14,4,1
train_1992,22,39696,모기지론,,교육,14125,12.42,4,1
train_1993,24,112689,모기지론,6.0,개인사업,24000,9.99,4,1
train_1994,23,49000,모기지론,5.0,교육,3500,5.42,2,0
train_1995,31,30000,임대,2.0,개인사업,3000,10.95,8,1
train_1996,22,18000,임대,0.0,투자,3500,13.48,2,2
train_1997,51,115900,모기지론,16.0,개인사업,12000,7.88,29,0
train_1998,26,60000,모기지론,10.0,부채통합,6000,8.94,4,0
train_1999,22,28000,임대,6.0,주택개선,1000,10.25,4,1
train_2000,63,1782000,임대,13.0,교육,12025,14.27,30,2
train_2001,26,95000,모기지론,10.0,투자,5000,9.88,2,1
train_2002,29,50004,모기지론,3.0,부채통합,20000,11.58,7,1
train_2003,28,24000,임대,5.0,개인사업,5500,10.36,7,1
train_2004,30,90000,모기지론,5.0,개인사업,10000,5.79,7,0
train_2005,24,40000,임대,5.0,의료,2000,,4,1
train_2006,21,18000,임대,1.0,투자,3200,8.49,2,0
train_2007,24,26650,모기지론,6.0,의료,1000,12.53,2,1
train_2008,22,44000,임대,3.0,주택개선,3600,13.43,2,2
train_2009,23,30000,임대,7.0,개인사업,6000,14.72,4,2
train_2010,27,65000,모기지론,11.0,주택개선,8000,7.49,9,0
train_2011,24,78000,모기지론,3.0,부채통합,8500,7.51,4,0
train_2012,34,40000,소유,7.0,의료,4200,6.76,7,0
train_2013,31,275000,모기지론,9.0,투자,25000,13.85,7,2
train_2014,30,120000,모기지론,15.0,교육,11000,6.03,9,0
train_2015,24,56496,임대,5.0,교육,2000,9.32,3,0
train_2016,23,104000,모기지론,7.0,개인사업,9000,10.65,2,1
train_2017,40,80000,임대,0.0,개인사업,6000,8.94,11,0
train_2018,24,45000,임대,0.0,부채통합,4000,15.99,4,3
train_2019,23,39000,임대,3.0,주택개선,8000,11.36,3,1
train_2020,39,49993,모기지론,10.0,부채통합,12600,16.89,15,3
train_2021,23,82500,모기지론,0.0,교육,5000,8.49,4,0
train_2022,25,65004,모기지론,9.0,의료,4500,6.92,2,0
train_2023,47,87000,모기지론,15.0,개인사업,10000,,11,0
train_2024,33,40000,모기지론,3.0,교육,9000,13.16,5,2
train_2025,24,58000,모기지론,3.0,교육,11000,16.77,4,3
train_2026,23,30900,임대,1.0,개인사업,5775,9.63,4,0
train_2027,22,45996,임대,2.0,교육,8000,7.51,3,0
train_2028,21,26400,임대,0.0,부채통합,3600,14.27,3,2
train_2029,27,37440,임대,5.0,개인사업,15000,7.9,8,0
train_2030,37,53976,임대,,투자,4400,15.62,11,3
train_2031,30,156000,임대,5.0,의료,25000,9.88,7,1
train_2032,26,45000,임대,5.0,부채통합,7000,8.9,4,0
train_2033,34,91000,모기지론,19.0,투자,15000,,10,1
train_2034,21,20400,소유,5.0,의료,2400,11.49,4,1
train_2035,26,62000,임대,1.0,교육,4000,13.06,2,2
train_2036,28,18000,소유,12.0,투자,3500,14.22,5,2
train_2037,27,49500,임대,6.0,개인사업,6000,11.22,8,2
train_2038,26,59000,모기지론,9.0,개인사업,6000,7.51,4,0
train_2039,22,110000,모기지론,6.0,투자,6000,9.99,3,1
train_2040,45,68000,임대,13.0,개인사업,11200,,17,2
train_2041,28,100000,모기지론,2.0,개인사업,13500,9.38,9,0
train_2042,27,180000,임대,4.0,개인사업,8000,10.37,5,1
train_2043,25,30000,임대,9.0,개인사업,3000,11.71,3,1
train_2044,26,66000,모기지론,9.0,부채통합,15000,14.42,2,3
train_2045,26,66996,임대,10.0,개인사업,25000,15.21,2,3
train_2046,24,27600,모기지론,1.0,개인사업,2000,14.27,2,2
train_2047,27,30000,소유,4.0,투자,5000,,5,1
train_2048,23,48000,모기지론,3.0,투자,12000,11.36,3,1
train_2049,32,40000,임대,1.0,부채통합,9600,13.48,5,2
train_2050,23,64000,모기지론,4.0,투자,5550,7.29,4,0
train_2051,26,65000,소유,3.0,의료,7000,13.92,3,2
train_2052,24,39996,임대,1.0,의료,7000,13.11,3,2
train_2053,27,53250,임대,1.0,의료,7000,10.37,6,1
train_2054,25,67000,모기지론,3.0,개인사업,3000,7.9,3,0
train_2055,21,49200,임대,4.0,교육,6000,13.72,3,2
train_2056,23,175000,모기지론,5.0,교육,35000,,3,3
train_2057,22,80000,임대,3.0,투자,8000,18.39,3,4
train_2058,22,75000,임대,6.0,교육,6000,,2,1
train_2059,23,76896,모기지론,8.0,교육,25000,11.71,2,1
train_2060,22,38400,소유,5.0,교육,10000,13.99,2,2
train_2061,27,83300,모기지론,3.0,의료,12000,15.21,6,3
train_2062,31,190000,소유,8.0,교육,15000,6.03,8,0
train_2063,23,42000,모기지론,3.0,교육,5400,11.78,4,2
train_2064,35,88000,모기지론,18.0,의료,9800,12.69,10,1
train_2065,26,105000,모기지론,0.0,의료,5000,7.68,2,0
train_2066,28,20000,임대,0.0,의료,7500,9.76,9,1
train_2067,28,50000,임대,2.0,부채통합,3000,10.37,9,1
train_2068,25,33000,임대,5.0,투자,1500,11.48,4,1
train_2069,25,27996,임대,0.0,의료,1500,11.89,3,1
train_2070,23,80000,임대,4.0,의료,20000,7.9,4,0
train_2071,24,67524,모기지론,4.0,개인사업,10000,9.99,2,1
train_2072,45,47000,임대,13.0,의료,15000,16.4,11,4
train_2073,23,30000,임대,7.0,개인사업,5000,14.17,3,2
train_2074,45,36000,임대,0.0,의료,10000,11.11,11,1
train_2075,22,82570,임대,6.0,투자,18000,15.27,2,2
train_2076,24,60000,모기지론,3.0,투자,20000,7.88,2,0
train_2077,28,125004,모기지론,9.0,개인사업,12000,7.14,5,0
train_2078,27,72000,모기지론,8.0,투자,15250,13.16,5,2
train_2079,26,60000,소유,8.0,투자,9800,,4,0
train_2080,24,42000,임대,2.0,교육,4800,15.23,2,2
train_2081,25,66000,임대,9.0,교육,25000,15.33,2,3
train_2082,36,94185,모기지론,3.0,개인사업,10000,9.32,15,0
train_2083,36,69996,임대,6.0,투자,20400,10.37,14,1
train_2084,27,140000,모기지론,7.0,개인사업,18000,7.9,9,0
train_2085,22,65000,임대,0.0,교육,3000,6.99,4,0
train_2086,25,30000,임대,1.0,교육,8875,7.51,4,0
train_2087,40,54000,임대,4.0,개인사업,15000,14.26,12,2
train_2088,36,95000,임대,2.0,개인사업,12000,10.99,11,1
train_2089,28,140000,모기지론,4.0,주택개선,18000,14.65,7,2
train_2090,44,28000,소유,0.0,투자,3500,8.94,12,0
train_2091,27,80500,임대,2.0,개인사업,8000,8.49,9,0
train_2092,27,99000,모기지론,4.0,투자,9000,7.14,8,0
train_2093,25,29000,임대,3.0,부채통합,5000,15.7,3,3
train_2094,38,124000,모기지론,8.0,투자,12000,,16,3
train_2095,37,46996,모기지론,2.0,교육,13750,13.98,13,2
train_2096,35,45000,임대,3.0,의료,5500,6.92,6,0
train_2097,26,80500,모기지론,9.0,주택개선,11000,12.53,3,1
train_2098,28,52000,소유,6.0,주택개선,14000,12.42,10,1
train_2099,36,40000,모기지론,8.0,교육,6000,8.49,17,0
train_2100,32,84000,모기지론,15.0,의료,15000,6.91,7,0
train_2101,26,76000,모기지론,10.0,주택개선,5425,8.49,3,0
train_2102,44,43200,임대,,의료,6000,5.42,11,0
train_2103,25,27500,임대,4.0,의료,2200,12.53,4,1
train_2104,28,50000,임대,2.0,교육,15200,10.25,10,1
train_2105,41,32000,모기지론,2.0,개인사업,6000,,12,2
train_2106,21,34000,임대,5.0,교육,10000,9.91,4,1
train_2107,36,60000,소유,0.0,개인사업,10225,17.51,13,4
train_2108,29,40560,임대,4.0,교육,2700,10.0,8,1
train_2109,24,65000,임대,1.0,의료,4000,5.42,2,0
train_2110,31,78000,모기지론,0.0,교육,5000,,5,0
train_2111,26,105000,모기지론,0.0,개인사업,5300,12.69,4,1
train_2112,29,62050,모기지론,13.0,의료,3600,17.99,9,4
train_2113,28,72000,임대,8.0,개인사업,5000,10.59,9,1
train_2114,28,201000,소유,4.0,투자,12000,,8,0
train_2115,24,45000,임대,3.0,개인사업,7800,7.51,3,0
train_2116,24,50004,소유,2.0,의료,10000,11.12,2,1
train_2117,24,30000,소유,6.0,주택개선,7500,10.96,4,1
train_2118,26,35000,임대,0.0,의료,6600,8.59,3,0
train_2119,27,65000,임대,5.0,개인사업,7000,16.82,9,4
train_2120,30,96000,모기지론,14.0,투자,6000,5.42,7,0
train_2121,26,43200,임대,5.0,교육,3200,14.35,4,2
train_2122,22,185000,임대,4.0,교육,25000,11.36,4,1
train_2123,26,38400,모기지론,,교육,10000,13.98,4,2
train_2124,31,72000,모기지론,6.0,주택개선,9800,6.62,8,0
train_2125,23,60000,임대,0.0,개인사업,12000,7.88,2,0
