ID,성별,고령자여부,기혼여부,부양가족여부,가입기간,집전화이용여부,다중회선여부,인터넷이용방식,인터넷보안서비스사용여부,인터넷백업서비스사용여부,기기방화벽서비스사용여부,인터넷기술지원서비스사용여부,스트리밍TV여부,스트리밍영화여부,약정기간,지로여부,지불방법,한달요금,총지불요금,이탈여부
train_1361,1,0,1,0,72,1,1,광,1,0,1,0,1,1,2,0,전자,105.5,7544.0,0
train_1362,0,0,1,0,7,1,0,광,0,0,0,0,0,0,0,0,전자,69.35,451.1,1
train_1363,0,1,0,0,69,1,0,,0,0,0,0,0,0,2,1,신용카드,20.3,1356.3,0
train_1364,1,0,0,0,28,1,1,디지털,1,0,1,0,0,0,1,1,메일,59.0,1654.45,0
train_1365,1,1,1,0,22,1,1,디지털,1,1,0,1,0,0,0,0,메일,63.55,1381.8,0
train_1366,0,0,0,0,62,1,1,광,1,1,0,0,0,1,1,0,자동이체,92.3,5731.45,0
train_1367,1,0,0,0,52,0,0,디지털,1,1,1,0,1,1,2,0,자동이체,58.75,3038.55,0
train_1368,1,0,1,0,66,1,1,광,0,1,1,1,0,0,1,0,자동이체,90.55,6130.95,0
train_1369,0,0,1,1,62,1,1,광,1,1,0,0,1,1,0,0,전자,105.5,6487.2,0
train_1370,1,0,1,0,60,1,0,광,1,0,0,1,1,1,2,0,전자,97.2,5611.75,0
train_1371,1,0,0,0,39,1,0,광,1,0,1,1,1,0,1,0,전자,95.55,3692.85,1
train_1372,0,0,0,0,51,1,1,,0,0,0,0,0,0,2,1,메일,24.75,1234.6,0
train_1373,1,0,1,0,67,1,1,광,0,1,1,0,1,1,1,0,자동이체,105.7,6816.95,0
train_1374,0,0,0,0,6,1,0,디지털,0,0,1,0,1,0,0,1,메일,60.9,414.1,0
train_1375,1,0,0,0,2,1,0,디지털,0,0,1,1,1,1,0,1,전자,76.4,160.8,1
train_1376,0,0,1,1,66,0,0,디지털,0,0,0,1,1,1,2,1,자동이체,50.55,3364.55,0
train_1377,1,0,0,0,2,0,0,디지털,0,0,0,1,0,0,0,0,전자,30.9,59.05,1
train_1378,0,1,1,0,46,1,1,광,0,0,1,0,1,1,0,0,전자,98.85,4564.9,0
train_1379,0,0,0,0,12,1,0,디지털,0,1,0,1,0,0,0,0,메일,53.75,648.65,0
train_1380,1,0,0,0,28,0,0,디지털,0,0,1,0,0,0,0,0,메일,29.75,790.7,0
train_1381,0,0,0,0,16,1,0,,0,0,0,0,0,0,0,1,메일,20.0,275.7,0
train_1382,1,0,1,0,57,1,1,광,0,1,1,0,1,1,0,0,신용카드,104.5,5921.35,1
train_1383,1,0,0,0,16,1,0,디지털,0,1,0,1,0,0,0,0,메일,53.9,834.15,1
train_1384,0,1,0,0,24,1,1,디지털,0,1,0,0,0,0,0,1,신용카드,54.8,1291.3,0
train_1385,1,0,1,1,7,1,0,디지털,1,0,0,0,0,0,0,1,메일,50.7,350.35,0
train_1386,0,0,1,0,72,1,1,광,0,1,1,1,1,1,2,0,신용카드,109.75,7758.9,0
train_1387,0,0,1,1,68,1,0,광,1,1,0,1,0,1,2,1,자동이체,95.1,6683.4,0
train_1388,1,0,0,0,1,1,0,광,0,0,0,0,0,0,0,1,메일,70.9,70.9,1
train_1389,0,0,1,1,30,1,1,광,0,0,0,0,1,0,0,1,전자,85.45,2509.95,0
train_1390,0,0,0,1,49,1,1,광,0,0,0,1,1,1,1,0,자동이체,100.6,5069.65,1
train_1391,0,1,0,0,43,1,0,광,0,0,0,0,1,1,0,0,메일,89.55,3856.75,1
train_1392,0,0,0,0,57,0,0,디지털,1,0,1,0,1,1,0,0,전자,53.75,3196.0,0
train_1393,1,0,0,0,16,1,0,,0,0,0,0,0,0,1,1,신용카드,19.35,295.55,0
train_1394,1,0,1,1,41,1,0,디지털,1,0,0,1,1,1,1,0,신용카드,74.7,3187.65,0
train_1395,1,0,0,0,3,1,0,,0,0,0,0,0,0,0,1,전자,20.2,65.95,0
train_1396,1,0,0,0,1,1,0,디지털,0,1,0,0,0,0,0,1,전자,49.95,49.95,0
train_1397,0,1,0,0,36,1,1,광,1,0,0,0,1,0,0,0,전자,90.85,3186.7,1
train_1398,1,1,0,0,23,1,0,광,1,0,0,0,0,0,0,0,자동이체,75.4,1643.55,0
train_1399,1,1,1,0,36,1,1,광,0,1,0,0,1,0,0,0,신용카드,91.95,3301.05,0
train_1400,1,0,1,1,48,1,1,디지털,0,1,0,1,1,1,2,1,전자,79.65,3870.3,0
train_1401,1,0,1,0,71,1,1,,0,0,0,0,0,0,2,0,자동이체,24.65,1710.15,0
train_1402,0,0,0,0,4,1,0,디지털,0,0,0,1,0,0,0,0,메일,50.8,202.3,0
train_1403,0,0,1,1,62,1,0,,0,0,0,0,0,0,2,1,자동이체,20.45,1297.35,0
train_1404,0,0,1,0,72,1,1,디지털,1,1,1,1,1,1,2,1,신용카드,92.3,6719.9,0
train_1405,1,1,1,0,68,1,0,디지털,0,1,1,1,0,0,1,0,자동이체,60.65,3975.9,0
train_1406,0,0,1,1,68,1,1,,0,0,0,0,0,0,2,1,자동이체,25.4,1620.2,0
train_1407,0,0,1,0,66,1,0,디지털,1,1,1,1,1,1,2,0,자동이체,85.9,5595.3,0
train_1408,1,0,0,0,3,1,0,광,1,0,1,0,1,1,0,0,신용카드,99.0,287.4,1
train_1409,0,0,1,0,47,1,0,디지털,0,1,1,0,1,1,2,1,전자,73.6,3522.65,0
train_1410,1,0,0,0,12,1,0,디지털,0,0,0,0,0,0,0,0,자동이체,45.0,524.35,0
train_1411,1,0,1,0,50,1,0,,0,0,0,0,0,0,1,0,자동이체,19.85,943.1,0
train_1412,0,0,0,0,72,1,1,디지털,1,0,1,1,1,1,2,1,신용카드,84.3,5997.1,0
train_1413,1,0,1,1,2,0,0,디지털,0,0,0,0,0,0,0,0,메일,24.4,36.55,1
train_1414,1,0,1,0,69,1,1,,0,0,0,0,0,0,1,0,전자,26.3,1763.55,0
train_1415,1,0,1,1,72,0,0,디지털,1,1,1,1,1,1,2,0,신용카드,65.2,4784.45,0
train_1416,1,0,1,0,54,1,0,,0,0,0,0,0,0,2,1,신용카드,20.05,1102.4,0
train_1417,1,0,0,0,1,1,0,광,0,0,0,0,0,0,0,0,메일,70.7,70.7,0
train_1418,1,0,0,0,17,1,0,광,0,0,0,0,0,0,0,0,전자,70.0,1144.5,1
train_1419,1,0,1,1,20,1,1,디지털,1,0,0,0,1,1,1,1,자동이체,76.0,1588.75,0
train_1420,0,0,0,0,66,1,0,광,1,0,1,1,1,1,2,0,자동이체,105.65,6844.5,0
train_1421,1,1,0,0,7,1,0,광,0,0,0,0,1,1,0,0,전자,89.15,574.35,0
train_1422,0,0,0,0,27,1,0,,0,0,0,0,0,0,0,0,전자,19.4,529.8,0
train_1423,0,0,1,1,25,1,1,디지털,0,0,0,0,1,0,0,1,전자,60.35,1404.65,0
train_1424,1,0,0,0,63,1,0,,0,0,0,0,0,0,2,0,메일,20.6,1298.7,0
train_1425,0,0,1,0,70,0,0,디지털,1,0,1,1,0,0,2,0,신용카드,39.15,2692.75,0
train_1426,0,0,0,0,72,1,1,디지털,1,1,0,1,1,1,2,1,신용카드,86.05,6309.65,0
train_1427,0,1,0,0,2,1,0,디지털,0,0,0,0,0,0,0,1,메일,44.95,85.15,1
train_1428,1,0,0,0,6,1,0,디지털,0,0,0,1,0,0,0,0,자동이체,49.65,267.35,1
train_1429,0,0,0,0,1,1,1,디지털,0,0,0,0,0,0,0,0,전자,50.15,50.15,0
train_1430,0,1,1,0,5,1,1,광,0,0,1,0,0,0,0,0,자동이체,79.9,343.95,1
train_1431,0,0,0,0,12,1,0,디지털,0,1,0,0,0,0,0,0,자동이체,49.05,593.05,0
train_1432,0,0,1,0,30,1,0,,0,0,0,0,0,0,2,1,메일,19.05,637.55,0
train_1433,0,1,1,0,30,1,0,디지털,0,1,0,0,0,0,0,0,자동이체,50.4,1527.5,1
train_1434,0,0,1,1,8,1,1,,0,0,0,0,0,0,1,1,메일,24.4,203.95,0
train_1435,1,0,0,0,35,1,0,광,0,0,1,1,1,1,1,0,전자,99.25,3532.0,0
train_1436,0,0,0,0,1,1,0,디지털,1,0,0,0,0,0,0,1,메일,51.25,51.25,0
train_1437,0,0,0,1,15,1,1,광,0,1,0,0,1,0,0,0,전자,91.0,1430.05,0
train_1438,1,1,1,1,72,1,1,디지털,1,1,1,1,1,1,2,0,자동이체,90.15,6716.45,0
train_1439,1,0,1,0,68,1,1,디지털,1,1,1,1,1,1,2,0,전자,91.7,6424.7,0
train_1440,0,0,1,1,71,1,1,광,0,1,1,0,1,1,2,0,자동이체,106.0,7723.7,1
train_1441,1,0,0,0,3,1,0,광,0,0,0,0,0,0,0,0,전자,70.25,229.7,0
train_1442,1,0,0,0,59,1,1,광,0,1,1,0,0,0,0,0,전자,83.25,4949.1,0
train_1443,0,0,1,0,44,1,1,광,1,0,1,0,0,0,0,0,신용카드,84.8,3626.35,0
train_1444,1,0,1,0,55,1,0,디지털,1,1,0,1,0,0,2,1,메일,56.8,3112.05,0
train_1445,1,1,1,1,72,1,1,디지털,1,1,1,1,1,1,2,1,신용카드,92.45,6440.25,1
train_1446,0,0,0,0,70,0,0,디지털,0,0,0,1,0,1,2,0,메일,40.05,2799.75,0
train_1447,1,0,0,0,1,1,0,디지털,0,0,0,0,0,0,0,1,메일,43.95,43.95,1
train_1448,0,0,0,0,39,1,1,디지털,0,0,0,1,0,0,2,0,신용카드,53.85,2200.7,0
train_1449,0,0,0,0,26,1,1,광,0,0,1,0,1,1,0,0,전자,98.35,2515.3,1
train_1450,1,0,0,0,25,1,0,,0,0,0,0,0,0,2,1,신용카드,19.8,475.2,0
train_1451,1,0,1,1,55,1,1,광,1,1,0,0,0,0,0,0,전자,85.1,4600.95,0
train_1452,0,0,1,0,70,1,1,광,1,1,1,1,1,1,1,1,신용카드,115.65,7968.85,1
train_1453,0,0,0,0,22,1,1,광,1,0,0,0,1,1,0,0,전자,100.75,2095.0,1
train_1454,0,0,1,0,31,1,1,광,0,1,1,0,1,0,0,1,전자,93.8,3019.5,1
train_1455,0,0,1,1,68,1,0,광,1,1,1,0,1,1,2,0,신용카드,103.25,7074.4,0
train_1456,1,0,1,1,34,1,0,,0,0,0,0,0,0,0,1,메일,20.65,716.4,0
train_1457,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,메일,18.85,18.85,1
train_1458,1,0,1,1,23,1,0,,0,0,0,0,0,0,1,1,메일,20.05,415.1,0
train_1459,1,0,1,0,71,1,0,,0,0,0,0,0,0,2,1,신용카드,19.1,1372.45,0
train_1460,0,0,1,1,25,1,0,광,0,0,0,1,1,0,0,1,전자,85.9,2199.05,0
train_1461,0,0,1,0,18,1,1,광,0,0,0,0,1,1,0,0,전자,94.7,1687.95,1
train_1462,0,0,1,1,50,0,0,디지털,1,0,0,0,1,0,0,0,신용카드,39.45,2021.35,0
train_1463,0,0,0,0,1,1,0,디지털,0,1,0,0,0,0,0,0,전자,50.75,50.75,1
train_1464,1,0,0,1,12,1,1,광,0,1,1,0,1,1,0,0,전자,105.3,1275.65,0
train_1465,0,0,0,0,4,0,0,디지털,0,0,0,0,1,1,0,0,전자,44.55,174.3,1
train_1466,1,0,1,1,7,1,1,디지털,0,0,0,0,0,0,0,1,전자,48.8,349.8,0
train_1467,0,0,1,0,22,1,1,광,0,0,0,0,0,1,0,0,전자,85.1,1873.7,1
train_1468,1,0,1,0,56,1,0,광,0,0,1,1,1,1,0,0,전자,98.7,5669.5,0
train_1469,0,0,1,1,71,1,1,디지털,1,1,1,1,1,1,2,1,전자,90.4,6668.05,0
train_1470,1,0,1,0,11,1,1,광,0,1,0,0,1,1,0,0,전자,102.0,1145.35,1
train_1471,1,0,1,1,72,1,0,광,1,1,1,1,1,1,2,0,자동이체,108.65,7726.35,0
train_1472,1,0,0,0,47,1,1,디지털,1,0,1,1,0,0,2,0,메일,65.0,2879.9,0
train_1473,0,0,0,0,46,1,0,,0,0,0,0,0,0,2,1,자동이체,20.05,902.0,0
train_1474,0,0,1,1,17,1,1,,0,0,0,0,0,0,2,0,메일,25.15,412.6,0
train_1475,0,0,1,1,28,1,1,광,1,1,0,0,1,1,1,1,전자,106.1,2847.4,1
train_1476,0,1,1,0,7,1,1,광,0,0,0,0,0,0,0,0,메일,74.4,527.9,1
train_1477,0,0,0,0,7,1,1,광,0,0,0,0,1,1,0,1,메일,95.0,655.5,1
train_1478,0,0,1,0,47,1,1,광,0,0,0,0,1,1,1,0,신용카드,95.2,4563.0,0
train_1479,0,0,0,0,8,1,0,디지털,1,0,1,0,0,1,0,0,전자,66.7,579.0,0
train_1480,1,0,0,0,10,1,0,,0,0,0,0,0,0,1,0,메일,19.8,198.25,0
train_1481,0,0,1,0,64,1,1,광,1,1,1,0,0,0,1,1,자동이체,89.45,5692.65,0
train_1482,0,0,1,0,71,1,1,디지털,1,1,1,1,0,1,2,0,메일,80.1,5585.4,0
train_1483,0,0,0,0,27,1,0,광,0,0,0,0,0,0,0,0,메일,69.05,1793.25,0
train_1484,1,1,0,0,9,1,1,광,0,0,0,0,0,0,0,0,전자,74.55,622.9,1
train_1485,1,0,0,0,3,1,0,광,1,1,0,0,0,0,0,0,전자,79.1,246.5,1
train_1486,1,1,0,0,7,1,0,광,1,0,0,0,0,0,0,1,자동이체,76.45,503.6,1
train_1487,0,0,1,1,72,1,1,디지털,1,1,1,1,1,1,2,1,신용카드,88.7,6501.35,0
train_1488,0,0,1,1,55,1,1,광,0,0,0,0,0,1,0,1,자동이체,85.5,4713.4,0
train_1489,1,0,0,0,13,0,0,디지털,0,0,0,0,0,0,0,0,전자,23.9,300.8,1
train_1490,0,0,0,0,21,1,1,광,0,1,0,0,0,0,0,0,전자,82.35,1852.85,1
train_1491,0,0,0,0,25,1,0,광,0,0,0,0,0,0,0,1,메일,70.95,1767.35,1
train_1492,0,0,0,0,36,1,1,광,0,0,0,0,0,1,0,0,전자,84.9,3067.2,1
train_1493,0,0,1,0,32,1,1,광,0,0,1,0,0,0,0,0,전자,78.9,2447.95,1
train_1494,1,0,0,0,1,1,0,디지털,0,0,0,0,0,0,0,1,메일,45.35,45.35,0
train_1495,1,0,0,0,28,1,0,디지털,1,0,0,1,0,0,1,1,메일,54.3,1546.3,0
train_1496,1,1,0,0,63,1,1,디지털,1,1,1,1,1,0,1,1,자동이체,83.0,5243.05,0
train_1497,0,0,0,0,17,0,0,디지털,0,0,0,0,0,0,0,0,메일,25.65,440.2,0
train_1498,1,0,1,1,32,1,1,디지털,0,1,1,0,0,0,0,1,자동이체,62.45,2045.55,0
train_1499,0,0,1,0,70,0,0,디지털,0,1,1,1,0,1,1,0,자동이체,51.05,3635.15,0
train_1500,0,0,0,1,52,1,1,디지털,1,1,0,1,1,1,2,0,메일,85.15,4461.85,0
train_1501,1,0,1,0,1,1,0,,0,0,0,0,0,0,0,0,자동이체,20.3,20.3,0
train_1502,1,0,1,0,53,1,0,광,1,1,1,1,1,1,1,1,전자,110.5,5835.5,0
train_1503,1,1,1,0,37,1,0,,0,0,0,0,0,0,1,1,메일,19.6,727.8,0
train_1504,1,0,0,0,8,1,1,디지털,1,0,0,1,0,1,0,1,전자,71.15,563.65,1
train_1505,1,0,0,0,68,1,1,디지털,1,0,0,0,0,0,0,1,메일,54.45,3687.75,0
train_1506,0,0,0,0,24,1,1,광,0,0,1,0,1,0,0,0,메일,89.85,2165.05,1
train_1507,0,1,0,0,1,1,1,광,0,0,0,0,0,0,0,0,전자,74.4,74.4,1
train_1508,1,0,0,0,25,1,1,광,0,1,0,0,1,1,0,0,전자,100.25,2387.75,1
train_1509,0,0,0,0,2,1,0,,0,0,0,0,0,0,0,0,전자,19.65,31.2,0
train_1510,0,0,1,1,8,1,0,디지털,0,0,0,0,0,0,0,1,자동이체,44.65,369.15,0
train_1511,0,0,1,0,40,0,0,디지털,1,1,1,0,0,0,1,0,전자,42.35,1716.45,1
train_1512,1,1,1,1,32,1,1,광,0,0,1,0,1,0,0,0,메일,91.35,2896.55,0
train_1513,1,0,1,1,4,1,0,,0,0,0,0,0,0,0,0,전자,19.95,82.9,0
train_1514,0,0,1,1,53,1,0,디지털,1,1,0,1,1,0,2,0,메일,69.7,3729.6,0
train_1515,0,0,1,1,6,1,0,,0,0,0,0,0,0,0,1,신용카드,19.85,138.85,0
train_1516,0,0,0,0,1,1,0,디지털,1,0,0,0,0,0,0,0,신용카드,49.8,49.8,0
train_1517,1,1,1,0,54,1,0,,0,0,0,0,0,0,2,0,메일,18.95,1031.1,0
train_1518,0,1,1,0,45,1,1,,0,0,0,0,0,0,1,1,신용카드,24.7,1174.35,0
train_1519,1,0,0,0,63,1,1,광,0,1,1,1,1,1,0,0,신용카드,109.85,7002.95,0
train_1520,0,0,1,1,58,1,0,,0,0,0,0,0,0,1,0,전자,19.55,1108.8,0
train_1521,0,0,0,0,54,0,0,디지털,1,0,0,1,1,0,2,1,신용카드,45.2,2460.55,0
train_1522,0,1,1,0,4,1,0,광,0,0,0,0,0,0,0,0,전자,70.2,280.35,0
train_1523,1,0,0,0,48,1,1,광,0,1,1,0,1,1,0,0,자동이체,107.4,5121.3,1
train_1524,0,0,0,1,3,1,0,디지털,0,0,0,1,1,1,0,1,메일,70.7,225.65,0
train_1525,0,0,1,0,72,1,1,,0,0,0,0,0,0,2,0,자동이체,23.55,1723.95,0
train_1526,1,0,1,1,70,1,1,,0,0,0,0,0,0,2,1,메일,24.05,1764.75,0
train_1527,0,0,1,0,72,1,1,광,1,1,1,1,1,1,1,0,자동이체,117.8,8684.8,1
train_1528,1,0,1,0,71,1,0,,0,0,0,0,0,0,2,1,메일,19.6,1416.5,0
train_1529,0,0,1,0,72,1,1,광,1,0,1,1,1,1,2,0,신용카드,110.9,8240.85,0
train_1530,1,1,0,0,2,0,0,디지털,0,0,1,0,0,0,0,0,전자,30.4,78.65,1
train_1531,1,0,0,0,12,1,0,광,0,0,1,0,1,1,1,1,메일,95.5,1115.15,1
train_1532,0,0,0,0,57,1,0,디지털,1,0,1,0,1,1,2,0,자동이체,74.35,4317.35,0
train_1533,1,0,0,0,14,1,0,광,0,0,1,0,0,0,0,1,전자,75.35,1025.95,1
train_1534,1,0,0,0,8,1,0,디지털,1,0,0,0,0,0,0,0,전자,49.85,365.55,1
train_1535,0,0,0,0,55,1,1,디지털,0,0,1,0,1,1,2,0,자동이체,77.8,4323.35,0
train_1536,0,0,1,1,57,1,0,디지털,1,1,0,1,0,0,1,1,메일,59.6,3509.4,0
train_1537,0,0,0,0,3,1,0,광,0,0,1,1,1,1,0,0,전자,98.7,293.65,1
train_1538,1,0,1,0,52,1,1,광,0,1,1,0,1,0,0,1,자동이체,94.6,5025.8,0
train_1539,0,0,1,0,24,1,1,광,0,0,1,0,1,1,0,0,전자,101.05,2391.8,1
train_1540,0,0,0,0,62,0,0,디지털,1,1,1,1,0,0,2,0,자동이체,43.7,2618.3,0
train_1541,1,1,1,0,3,1,0,광,0,0,0,0,1,0,0,0,전자,80.4,224.05,1
train_1542,1,1,0,0,21,0,0,디지털,1,0,0,0,1,0,0,0,전자,41.9,840.1,1
train_1543,1,1,1,0,65,1,1,광,1,0,1,0,1,1,0,1,자동이체,105.25,6786.4,1
train_1544,1,0,0,0,72,1,1,디지털,1,1,0,0,0,0,2,1,자동이체,59.75,4265.0,0
train_1545,1,0,0,0,66,0,0,디지털,1,1,1,1,0,0,2,0,메일,47.4,3177.25,0
train_1546,1,0,0,0,1,1,1,광,0,0,0,0,0,1,0,1,메일,85.8,85.8,1
train_1547,1,0,1,1,31,1,1,광,0,0,1,1,1,1,0,0,전자,104.2,3243.45,1
train_1548,1,0,0,0,9,1,1,광,0,0,0,0,0,0,0,0,전자,74.75,706.6,1
train_1549,1,1,0,0,1,1,1,광,0,0,0,0,0,0,0,0,메일,74.45,74.45,1
train_1550,0,0,0,0,1,1,0,디지털,0,0,0,0,0,0,0,1,신용카드,46.2,46.2,1
train_1551,0,0,0,0,31,1,1,광,0,0,0,1,0,0,1,1,신용카드,81.7,2548.65,0
train_1552,0,0,1,1,69,1,1,광,1,1,1,1,1,1,2,0,자동이체,114.35,7665.8,0
train_1553,1,0,1,1,52,1,0,,0,0,0,0,0,0,2,1,자동이체,20.1,1078.75,0
train_1554,0,0,0,0,8,1,0,디지털,0,0,0,0,0,1,0,0,신용카드,54.75,438.05,0
train_1555,0,1,1,0,65,1,1,광,1,1,0,0,1,0,2,0,신용카드,92.7,5968.4,0
train_1556,1,0,0,0,11,1,0,,0,0,0,0,0,0,0,1,자동이체,20.3,246.3,0
train_1557,1,0,0,0,4,1,0,디지털,0,0,0,0,0,0,0,0,메일,45.3,196.95,1
train_1558,1,0,1,1,11,0,0,디지털,1,0,0,0,1,1,0,1,전자,50.55,565.35,0
train_1559,0,0,1,1,70,1,1,광,1,1,1,1,1,1,2,1,신용카드,114.75,7842.3,0
train_1560,0,0,0,0,26,1,0,디지털,0,0,0,0,0,0,0,1,전자,45.45,1233.15,0
train_1561,0,0,0,0,42,1,1,광,0,0,1,0,0,0,0,1,전자,79.9,3313.4,0
train_1562,1,0,1,1,46,1,0,,0,0,0,0,0,0,2,1,메일,19.4,967.85,0
train_1563,1,1,0,0,53,1,0,광,0,1,0,0,0,0,0,0,신용카드,73.8,4003.85,0
train_1564,0,0,1,1,72,1,1,광,1,1,1,1,1,0,2,0,신용카드,106.1,7548.6,0
train_1565,1,0,0,0,13,1,0,광,0,1,0,0,0,0,1,0,메일,74.65,966.25,0
train_1566,0,1,0,0,47,1,1,광,0,0,0,0,1,0,0,0,신용카드,86.05,3865.6,0
train_1567,1,0,0,0,11,1,0,,0,0,0,0,0,0,1,1,신용카드,20.05,237.7,0
train_1568,1,0,1,0,43,1,1,광,1,1,0,0,0,1,0,0,전자,94.1,4107.3,0
train_1569,0,0,1,0,67,1,1,광,0,1,1,1,1,1,2,0,자동이체,111.3,7567.2,0
train_1570,1,0,0,0,5,1,1,디지털,0,1,0,0,0,1,0,0,전자,64.0,370.25,0
train_1571,1,0,0,0,32,1,1,광,1,0,1,1,1,1,1,0,자동이체,109.55,3608.0,0
train_1572,1,0,0,0,58,1,1,광,1,0,0,0,0,0,0,0,자동이체,79.8,4526.85,0
train_1573,0,0,0,0,68,1,1,디지털,1,1,1,0,0,1,1,0,신용카드,76.9,5023.0,0
train_1574,0,0,1,0,11,1,1,광,0,1,0,0,0,0,0,0,자동이체,80.5,896.9,1
train_1575,0,0,1,0,30,1,1,광,0,0,0,0,1,1,0,0,신용카드,94.05,2866.45,1
train_1576,1,0,0,0,2,1,0,,0,0,0,0,0,0,0,0,자동이체,20.7,39.85,0
train_1577,1,0,0,0,2,1,0,광,1,1,0,1,0,0,0,0,전자,86.25,181.65,1
train_1578,0,0,0,0,52,1,0,,0,0,0,0,0,0,2,1,자동이체,21.0,1107.2,0
train_1579,1,0,1,1,33,1,1,,0,0,0,0,0,0,2,0,메일,24.5,740.3,1
train_1580,1,0,1,1,5,0,0,디지털,0,1,0,1,0,0,0,1,전자,34.25,163.55,0
train_1581,0,0,0,1,14,1,0,디지털,1,1,1,1,0,1,2,1,자동이체,76.1,1054.8,0
train_1582,1,0,1,1,27,1,1,,0,0,0,0,0,0,2,1,전자,24.5,761.95,0
train_1583,0,0,1,1,4,1,0,,0,0,0,0,0,0,0,0,메일,20.5,77.6,0
train_1584,1,0,0,0,3,1,0,광,0,1,0,0,1,0,0,1,전자,83.75,247.25,1
train_1585,0,0,1,1,67,1,1,광,0,1,1,1,1,1,2,0,자동이체,111.2,7530.8,0
train_1586,1,1,0,0,33,1,1,광,0,1,1,1,1,1,0,0,전자,110.45,3655.45,1
train_1587,0,0,0,0,56,1,1,,0,0,0,0,0,0,2,0,자동이체,25.95,1444.05,0
train_1588,0,0,0,0,1,1,0,디지털,0,0,0,0,0,0,0,0,메일,45.05,45.05,1
train_1589,0,0,0,0,41,1,1,광,0,1,1,0,1,1,0,0,전자,104.7,4346.4,1
train_1590,1,0,1,0,72,1,1,디지털,1,0,1,1,1,1,2,0,자동이체,84.9,6065.3,0
train_1591,0,0,1,1,65,1,0,,0,0,0,0,0,0,2,0,신용카드,19.85,1267.05,0
train_1592,0,0,0,0,44,1,0,광,0,1,0,1,1,1,0,1,전자,100.55,4398.15,1
train_1593,0,0,1,0,72,1,1,,0,0,0,0,0,0,2,1,메일,25.4,1710.9,0
train_1594,0,1,1,1,52,1,1,디지털,0,1,1,0,1,1,1,0,전자,80.85,4079.55,0
train_1595,0,0,1,1,71,1,0,,0,0,0,0,0,0,2,1,신용카드,19.7,1301.1,0
train_1596,1,0,0,0,3,1,0,광,0,1,0,0,1,1,0,1,전자,95.4,293.15,0
train_1597,0,0,0,0,3,1,1,디지털,0,0,0,0,0,0,0,1,자동이체,50.4,137.25,0
train_1598,1,0,0,0,36,1,1,디지털,0,1,0,1,0,1,1,0,메일,70.7,2511.95,0
train_1599,1,0,1,0,55,1,0,광,1,0,0,0,1,1,1,0,전자,94.75,5276.1,0
train_1600,1,0,1,0,48,1,0,광,0,1,1,0,1,1,1,0,전자,97.05,4692.95,0
train_1601,1,0,0,0,5,1,1,광,0,0,1,0,1,1,0,0,전자,100.5,514.0,1
train_1602,1,0,1,0,67,1,1,디지털,1,1,1,0,0,0,2,1,메일,65.65,4322.85,0
train_1603,0,0,0,0,54,1,0,디지털,1,1,0,0,1,0,2,0,자동이체,65.3,3512.9,0
train_1604,1,0,0,0,4,1,0,디지털,1,1,0,1,0,0,0,0,메일,60.4,272.15,1
train_1605,1,0,1,0,63,1,1,광,0,0,0,1,0,0,1,0,신용카드,81.2,4965.1,0
train_1606,0,1,1,0,11,1,0,광,0,0,0,0,0,0,0,0,전자,70.2,834.7,0
train_1607,0,0,0,0,1,0,0,디지털,0,0,0,0,1,1,0,0,메일,45.3,45.3,1
train_1608,0,0,1,1,6,1,0,디지털,0,0,0,0,0,0,0,0,자동이체,44.6,260.8,1
train_1609,1,0,1,0,53,1,0,광,1,1,1,0,1,1,1,0,자동이체,106.1,5769.75,1
train_1610,1,0,0,0,66,1,1,광,1,1,1,1,1,0,1,0,자동이체,104.55,6779.05,0
train_1611,1,0,0,0,42,1,0,디지털,1,1,0,1,0,1,1,0,메일,67.7,2882.25,0
train_1612,0,0,0,0,10,1,0,광,0,0,0,0,1,1,0,0,전자,89.5,863.1,1
train_1613,0,0,0,0,62,1,0,디지털,1,1,0,0,1,1,1,0,신용카드,74.3,4698.05,0
train_1614,1,0,1,1,33,1,0,디지털,1,1,1,0,0,0,1,0,메일,58.45,1955.4,0
train_1615,0,0,1,1,69,1,1,광,0,1,1,0,1,0,1,1,신용카드,95.75,6511.25,0
train_1616,0,0,1,0,45,1,0,디지털,1,0,1,0,0,0,2,1,신용카드,53.3,2296.25,0
train_1617,0,0,0,0,37,1,1,디지털,1,1,1,1,0,0,1,1,전자,67.45,2443.3,0
train_1618,0,1,0,0,14,1,1,광,0,0,0,0,0,0,0,0,전자,74.95,1036.75,1
train_1619,0,1,0,0,1,1,0,광,0,0,0,0,0,0,0,0,전자,71.65,71.65,1
train_1620,0,0,1,1,32,1,0,광,1,1,0,0,0,1,1,0,전자,90.8,3023.85,0
train_1621,1,0,1,0,29,1,0,,0,0,0,0,0,0,2,0,메일,19.55,521.8,0
train_1622,0,0,0,1,3,1,1,광,0,0,1,0,0,1,0,1,전자,91.85,257.05,1
train_1623,1,0,0,0,38,1,0,,0,0,0,0,0,0,1,1,메일,19.3,755.5,0
train_1624,1,0,1,0,72,1,0,디지털,1,1,1,1,1,1,2,1,메일,85.1,6155.4,0
train_1625,0,0,0,0,72,1,0,디지털,1,1,1,1,1,0,2,0,자동이체,75.1,5336.35,0
